Gender_x,age_at_July03,exp_at_July03,count_all,retire_at_July03,retire_at_July04,retire_at_July05,retire_at_July06,retire_at_July07,retire_at_July08,retire_at_July09,retire_at_July10,retire_at_July11,retire_at_July12,not_retired_at_July12
Female,62,35,7,2.0,2.0,2.0,1.0,,,,,,,
Female,62,36,14,6.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,
Female,62,37,8,3.0,2.0,1.0,,1.0,,,1.0,,,
Female,62,38,12,7.0,2.0,2.0,1.0,,,,,,,
Female,62,39,12,6.0,2.0,,2.0,,1.0,,,1.0,,
Female,62,40,11,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,2.0
Female,62,41,7,4.0,,1.0,1.0,,,1.0,,,,
Female,62,42,1,,,,,,,,,1.0,,
Female,62,43,1,1.0,,,,,,,,,,
Female,63,5,1,,,,,,,,,1.0,,
Female,63,6,2,1.0,,,,,,,,,,1.0
Female,63,7,2,1.0,,,1.0,,,,,,,
Female,63,8,3,,1.0,1.0,,,,,,,,1.0
Female,63,9,2,,,1.0,,1.0,,,,,,
Female,63,10,5,2.0,,2.0,1.0,,,,,,,
Female,63,11,9,,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,
Female,63,12,2,,,,,1.0,,,,,,1.0
Female,63,13,6,,2.0,1.0,,,,,,,,3.0
Female,63,14,7,1.0,1.0,,4.0,,,1.0,,,,
Female,63,15,4,2.0,1.0,,,1.0,,,,,,
Female,63,16,9,1.0,,2.0,2.0,1.0,1.0,1.0,,1.0,,
Female,63,17,9,3.0,1.0,2.0,,3.0,,,,,,
Female,63,18,10,1.0,3.0,4.0,1.0,,,,,,,1.0
Female,63,19,9,1.0,2.0,3.0,,,2.0,1.0,,,,
Female,63,20,8,3.0,,3.0,1.0,,,,,1.0,,
Female,63,21,9,1.0,,4.0,1.0,,,2.0,1.0,,,
Female,63,22,10,2.0,4.0,,2.0,1.0,,1.0,,,,
Female,63,23,20,9.0,4.0,1.0,1.0,1.0,,2.0,1.0,,,1.0
Female,63,24,10,2.0,3.0,4.0,,,,1.0,,,,
Female,63,25,11,,3.0,5.0,1.0,,,,2.0,,,
Female,63,26,10,3.0,3.0,,,,1.0,2.0,1.0,,,
Female,63,27,14,2.0,3.0,5.0,1.0,2.0,1.0,,,,,
Female,63,28,16,4.0,3.0,2.0,3.0,2.0,2.0,,,,,
Female,63,29,11,3.0,3.0,2.0,1.0,2.0,,,,,,
Female,63,30,11,6.0,4.0,1.0,,,,,,,,
Female,63,31,5,,3.0,2.0,,,,,,,,
Female,63,32,10,2.0,4.0,3.0,,,,,,1.0,,
Female,63,33,16,11.0,3.0,,1.0,,,,1.0,,,
Female,63,34,13,8.0,2.0,1.0,,1.0,,1.0,,,,
Female,63,35,7,5.0,2.0,,,,,,,,,
Female,63,36,5,2.0,2.0,,,1.0,,,,,,
Female,63,37,8,6.0,1.0,,,1.0,,,,,,
Female,63,38,5,1.0,1.0,,1.0,2.0,,,,,,
Female,63,39,6,,1.0,1.0,1.0,2.0,,,1.0,,,
Female,63,40,3,2.0,1.0,,,,,,,,,
Female,63,41,2,1.0,,1.0,,,,,,,,
Female,63,42,4,2.0,1.0,,,1.0,,,,,,
Female,63,45,1,1.0,,,,,,,,,,
Female,64,7,2,,,,,1.0,,,,,,1.0
Female,64,8,3,1.0,,,1.0,,,,,1.0,,
Female,64,9,2,,1.0,,1.0,,,,,,,
Female,64,10,4,2.0,1.0,,,,1.0,,,,,
Female,64,11,3,1.0,,,,1.0,,,1.0,,,
Female,64,12,6,,1.0,1.0,1.0,,1.0,,2.0,,,
Female,64,13,4,,1.0,2.0,,1.0,,,,,,
Female,64,15,4,1.0,,1.0,1.0,,,,,1.0,,
Female,64,16,4,,2.0,,1.0,,1.0,,,,,
Female,64,17,2,1.0,,1.0,,,,,,,,
Female,64,18,9,2.0,2.0,3.0,2.0,,,,,,,
Female,64,19,5,1.0,,1.0,1.0,2.0,,,,,,
Female,64,20,7,4.0,2.0,,,1.0,,,,,,
Female,64,21,7,2.0,3.0,1.0,1.0,,,,,,,
Female,64,22,6,1.0,3.0,,,1.0,,1.0,,,,
Female,64,23,9,1.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0
Female,64,24,10,3.0,1.0,3.0,1.0,1.0,,,,,,1.0
Female,64,25,7,1.0,1.0,1.0,3.0,1.0,,,,,,
Female,64,26,8,2.0,2.0,2.0,1.0,,,,1.0,,,
Female,64,27,9,4.0,1.0,1.0,,1.0,2.0,,,,,
Female,64,28,11,5.0,3.0,,,1.0,1.0,1.0,,,,
Female,64,29,11,3.0,2.0,4.0,1.0,,,,,,,1.0
Female,64,30,12,6.0,1.0,2.0,1.0,1.0,1.0,,,,,
Female,64,31,5,1.0,3.0,1.0,,,,,,,,
Female,64,32,16,6.0,5.0,3.0,1.0,,1.0,,,,,
Female,64,33,15,10.0,3.0,1.0,1.0,,,,,,,
Female,64,34,12,8.0,2.0,,1.0,,,,,,,1.0
Female,64,35,6,1.0,3.0,1.0,,,,,,,,1.0
Female,64,36,3,1.0,1.0,,1.0,,,,,,,
Female,64,37,6,2.0,2.0,1.0,,,,,,,,1.0
Female,64,38,7,2.0,2.0,1.0,,1.0,,,,1.0,,
Female,64,39,4,2.0,2.0,,,,,,,,,
Female,64,40,4,1.0,,1.0,,,1.0,,,,,1.0
Female,64,41,2,,,,1.0,,,1.0,,,,
Female,64,43,3,1.0,,1.0,,1.0,,,,,,
Female,65,6,1,,,1.0,,,,,,,,
Female,65,8,1,,,1.0,,,,,,,,
Female,65,9,1,,,1.0,,,,,,,,
Female,65,11,1,,,1.0,,,,,,,,
Female,65,12,2,,,1.0,1.0,,,,,,,
Female,65,13,4,1.0,,,2.0,,,,1.0,,,
Female,65,14,1,,1.0,,,,,,,,,
Female,65,15,1,,1.0,,,,,,,,,
Female,65,16,4,,1.0,,1.0,1.0,,,1.0,,,
Female,65,17,4,2.0,,1.0,1.0,,,,,,,
Female,65,18,5,1.0,1.0,2.0,1.0,,,,,,,
Female,65,19,4,2.0,,,1.0,,,,,,,1.0
Female,65,20,6,2.0,,3.0,,1.0,,,,,,
Female,65,21,9,3.0,2.0,1.0,,1.0,1.0,,1.0,,,
Female,65,22,4,2.0,,1.0,,,,,,,,1.0
Female,65,23,9,2.0,1.0,3.0,1.0,2.0,,,,,,
Female,65,24,5,2.0,1.0,,1.0,1.0,,,,,,
Female,65,25,3,1.0,1.0,1.0,,,,,,,,
Female,65,26,4,3.0,,1.0,,,,,,,,
Female,65,27,6,2.0,,2.0,1.0,1.0,,,,,,
Female,65,28,6,1.0,4.0,1.0,,,,,,,,
Female,65,29,8,3.0,3.0,,1.0,,,,,,1.0,
Female,65,30,10,5.0,,1.0,1.0,2.0,,,,1.0,,
Female,65,31,2,2.0,,,,,,,,,,
Female,65,32,7,2.0,2.0,2.0,1.0,,,,,,,
Female,65,33,8,2.0,1.0,2.0,2.0,,,1.0,,,,
Female,65,34,9,3.0,3.0,1.0,,,1.0,,,1.0,,
Female,65,35,6,4.0,1.0,,,,1.0,,,,,
Female,65,36,4,1.0,1.0,,1.0,,,,,,,1.0
Female,65,37,6,3.0,1.0,1.0,,,,,1.0,,,
Female,65,38,2,2.0,,,,,,,,,,
Female,65,39,4,1.0,,,1.0,1.0,,,1.0,,,
Female,65,40,2,1.0,,,,,,,1.0,,,
Female,65,41,3,,,1.0,,1.0,,,,1.0,,
Female,65,42,6,,3.0,2.0,,,,1.0,,,,
Female,65,43,2,,1.0,,1.0,,,,,,,
Female,65,44,2,,,,,1.0,,,,1.0,,
Female,65,45,1,,1.0,,,,,,,,,
Male,47,5,12,1.0,1.0,,,,,,1.0,,,9.0
Male,47,6,13,,,1.0,,,,,,1.0,1.0,10.0
Male,47,7,8,,,,,,,,,,,8.0
Male,47,8,17,1.0,,,,1.0,,,,,,15.0
Male,47,9,12,,1.0,,,,,,,,1.0,10.0
Male,47,10,8,,,,,,,,,,1.0,7.0
Male,47,11,11,,,,,,,,,,,11.0
Male,47,12,14,,,1.0,,1.0,,,,,1.0,11.0
Male,47,13,23,,,1.0,,,,,,2.0,2.0,18.0
Male,47,14,20,1.0,,,,,,,1.0,,3.0,15.0
Male,47,15,18,,,,,,,,,1.0,,17.0
Male,47,16,13,,,,,,,,1.0,,2.0,10.0
Male,47,17,12,,,,,,,,,,2.0,10.0
Male,47,18,20,,,,,,,,,,1.0,19.0
Male,47,19,21,,,,,,,,2.0,1.0,,18.0
Male,47,20,33,,1.0,,,,,,1.0,3.0,1.0,27.0
Male,47,21,32,,,,1.0,,,,,1.0,2.0,28.0
Male,47,22,54,,,,,,1.0,1.0,1.0,2.0,3.0,46.0
Male,47,23,50,,,,1.0,,1.0,,,5.0,2.0,41.0
Male,47,24,82,,,,1.0,,1.0,,3.0,7.0,30.0,40.0
Male,47,25,127,1.0,,1.0,,,,,5.0,53.0,33.0,34.0
Male,47,26,68,1.0,1.0,,,,,,18.0,28.0,8.0,12.0
Male,47,27,3,,,,,,,,3.0,,,
Male,47,28,1,,,,,,,,,,,1.0
Male,48,5,5,,,,,,,,,,,5.0
Male,48,6,10,,1.0,,,,1.0,,,1.0,,7.0
Male,48,7,10,,,,,,,,,1.0,,9.0
Male,48,8,10,1.0,,,,,,1.0,,1.0,,7.0
Male,48,9,22,,,1.0,1.0,,,1.0,,1.0,1.0,17.0
Male,48,10,12,,,1.0,,,,,1.0,,1.0,9.0
Male,48,11,15,,1.0,,,1.0,,,,,,13.0
Male,48,12,16,,,,,,,,,1.0,1.0,14.0
Male,48,13,12,,,,,,,,,,2.0,10.0
Male,48,14,23,,,,,,,,,1.0,,22.0
Male,48,15,17,,,1.0,,,,,,,3.0,13.0
Male,48,16,15,,,,,,,,2.0,1.0,1.0,11.0
Male,48,17,18,,,1.0,,,,,,,1.0,16.0
Male,48,18,17,,,,2.0,1.0,,,,1.0,,13.0
Male,48,19,27,,,,1.0,,,2.0,,,2.0,22.0
Male,48,20,15,,,,,,,,1.0,1.0,,13.0
Male,48,21,14,1.0,,1.0,,,,3.0,1.0,1.0,2.0,5.0
Male,48,22,30,,,1.0,,,,,,2.0,2.0,25.0
Male,48,23,35,,1.0,,,,,,1.0,2.0,4.0,27.0
Male,48,24,60,,1.0,1.0,,,,,7.0,3.0,18.0,30.0
Male,48,25,122,,,1.0,,,2.0,2.0,9.0,47.0,32.0,29.0
Male,48,26,139,2.0,1.0,,1.0,,,8.0,46.0,50.0,10.0,21.0
Male,48,27,48,,,,,,1.0,16.0,12.0,6.0,4.0,9.0
Male,48,28,1,,,,,,,,,1.0,,
Male,49,5,10,,1.0,1.0,,,,,,,1.0,7.0
Male,49,6,14,,1.0,1.0,,,1.0,,,,,11.0
Male,49,7,12,,,,,1.0,,,,,1.0,10.0
Male,49,8,12,1.0,,1.0,,,,,,1.0,,9.0
Male,49,9,18,1.0,,,,,,,,,1.0,16.0
Male,49,10,15,,,,,,1.0,,,,1.0,13.0
Male,49,11,9,,,,,,,1.0,,,2.0,6.0
Male,49,12,22,1.0,,,,,1.0,1.0,1.0,,,18.0
Male,49,13,13,,2.0,,,,,,,,,11.0
Male,49,14,12,,,,,,,,,1.0,,11.0
Male,49,15,15,,2.0,,,,,,,1.0,1.0,11.0
Male,49,16,12,,,,,,,1.0,1.0,1.0,,9.0
Male,49,17,14,,,,,,,3.0,,,,11.0
Male,49,18,17,,,,1.0,,,,,,,16.0
Male,49,19,14,,,,,,,1.0,,1.0,1.0,11.0
Male,49,20,18,,,,,,,1.0,,1.0,1.0,15.0
Male,49,21,22,,,,,,,2.0,3.0,2.0,1.0,14.0
Male,49,22,25,,,,1.0,,1.0,1.0,2.0,1.0,2.0,17.0
Male,49,23,39,,,,,,,2.0,,2.0,4.0,31.0
Male,49,24,43,,,1.0,1.0,1.0,2.0,2.0,3.0,4.0,12.0,17.0
Male,49,25,87,,,,1.0,,4.0,5.0,8.0,34.0,17.0,18.0
Male,49,26,104,,,,,,2.0,12.0,26.0,31.0,13.0,20.0
Male,49,27,115,1.0,,,,,5.0,49.0,20.0,10.0,11.0,19.0
Male,49,28,101,,,,,,33.0,30.0,15.0,8.0,5.0,10.0
Male,49,29,6,,,,,,2.0,1.0,1.0,1.0,,1.0
Male,50,5,6,,,,,,,,,1.0,1.0,4.0
Male,50,6,15,,1.0,,,,,,1.0,,,13.0
Male,50,7,21,,1.0,,,,,,1.0,,1.0,18.0
Male,50,8,8,1.0,1.0,,,,,,,,,6.0
Male,50,9,14,1.0,,,,,,2.0,,,,11.0
Male,50,10,18,,,2.0,,2.0,,,,,3.0,11.0
Male,50,11,16,,,,,,,,1.0,,,15.0
Male,50,12,15,,,,,,,1.0,,1.0,2.0,11.0
Male,50,13,11,,1.0,,,,,1.0,,,1.0,8.0
Male,50,14,9,,,,,,,,,1.0,1.0,7.0
Male,50,15,15,,,,,,,,1.0,,,14.0
Male,50,16,19,,,1.0,,,,,2.0,3.0,,13.0
Male,50,17,15,,,1.0,1.0,,1.0,,,,2.0,10.0
Male,50,18,17,,,,,,,1.0,2.0,1.0,2.0,11.0
Male,50,19,20,,1.0,,,2.0,,2.0,1.0,2.0,2.0,10.0
Male,50,20,19,1.0,,,,1.0,,,2.0,,3.0,12.0
Male,50,21,27,,,,,,2.0,1.0,4.0,1.0,1.0,18.0
Male,50,22,27,1.0,,,,,1.0,1.0,,,3.0,21.0
Male,50,23,41,1.0,,,,1.0,4.0,1.0,4.0,6.0,10.0,14.0
Male,50,24,54,,,,,2.0,4.0,2.0,5.0,7.0,17.0,17.0
Male,50,25,53,1.0,2.0,,,,7.0,2.0,3.0,17.0,17.0,4.0
Male,50,26,78,,1.0,,,2.0,14.0,3.0,25.0,23.0,2.0,8.0
Male,50,27,120,1.0,,2.0,,5.0,9.0,42.0,25.0,15.0,3.0,18.0
Male,50,28,179,2.0,1.0,,2.0,33.0,54.0,43.0,14.0,8.0,6.0,16.0
Male,50,29,90,,,,1.0,49.0,19.0,6.0,7.0,3.0,2.0,3.0
Male,50,30,3,,,,,2.0,1.0,,,,,
Male,51,5,5,,,,1.0,,,1.0,,,,3.0
Male,51,6,16,1.0,1.0,,,1.0,,,,,1.0,12.0
Male,51,7,12,1.0,,,,,,,,2.0,1.0,8.0
Male,51,8,14,,1.0,,,,,,1.0,3.0,2.0,7.0
Male,51,9,15,,1.0,,,,,,,,1.0,13.0
Male,51,10,16,,2.0,,,1.0,,,,1.0,1.0,11.0
Male,51,11,14,,,,,,,,,1.0,5.0,8.0
Male,51,12,19,1.0,,,,,,,1.0,3.0,4.0,10.0
Male,51,13,17,,,,2.0,,,1.0,2.0,1.0,3.0,8.0
Male,51,14,13,1.0,,,,,,,2.0,,1.0,9.0
Male,51,15,10,,,,,,1.0,,,1.0,2.0,6.0
Male,51,16,20,,,,1.0,1.0,,1.0,,1.0,10.0,6.0
Male,51,17,13,,,,,1.0,1.0,1.0,,1.0,3.0,6.0
Male,51,18,17,,,,,,2.0,2.0,,3.0,2.0,8.0
Male,51,19,20,,1.0,,2.0,,,2.0,,1.0,2.0,12.0
Male,51,20,22,,,,2.0,,,,1.0,4.0,4.0,11.0
Male,51,21,18,,,,,1.0,1.0,2.0,1.0,1.0,3.0,9.0
Male,51,22,19,,,,1.0,2.0,,1.0,1.0,3.0,6.0,5.0
Male,51,23,21,,,,,3.0,,3.0,1.0,,9.0,5.0
Male,51,24,41,,,,,3.0,2.0,2.0,3.0,3.0,24.0,4.0
Male,51,25,41,1.0,,,,7.0,,1.0,,17.0,10.0,5.0
Male,51,26,74,,,1.0,3.0,13.0,3.0,7.0,22.0,10.0,8.0,7.0
Male,51,27,81,,,,3.0,10.0,6.0,29.0,18.0,5.0,6.0,4.0
Male,51,28,132,,1.0,,2.0,50.0,16.0,30.0,11.0,9.0,5.0,8.0
Male,51,29,226,2.0,,1.0,19.0,120.0,30.0,18.0,12.0,9.0,5.0,10.0
Male,51,30,138,1.0,2.0,,70.0,38.0,7.0,7.0,2.0,4.0,3.0,4.0
Male,52,5,9,,,,,,,,1.0,2.0,1.0,5.0
Male,52,6,15,,,,1.0,1.0,1.0,,1.0,2.0,3.0,6.0
Male,52,7,13,,1.0,,,,,,1.0,2.0,2.0,7.0
Male,52,8,11,,,,2.0,,,,,1.0,,8.0
Male,52,9,18,,,,2.0,1.0,,1.0,2.0,4.0,1.0,7.0
Male,52,10,9,,,,2.0,,,,1.0,2.0,1.0,3.0
Male,52,11,8,,1.0,,,,1.0,,,1.0,1.0,4.0
Male,52,12,17,,,,,1.0,,1.0,,5.0,3.0,7.0
Male,52,13,15,,,1.0,2.0,,,1.0,2.0,1.0,,8.0
Male,52,14,10,,,,,1.0,,,1.0,3.0,,5.0
Male,52,15,14,,1.0,,,,,1.0,1.0,3.0,1.0,7.0
Male,52,16,10,1.0,1.0,,,,,,,2.0,1.0,5.0
Male,52,17,18,,,,3.0,2.0,,,1.0,3.0,2.0,7.0
Male,52,18,13,,,1.0,,,2.0,1.0,2.0,1.0,,6.0
Male,52,19,15,,,1.0,1.0,1.0,,,2.0,3.0,2.0,5.0
Male,52,20,14,,1.0,,1.0,1.0,,,1.0,3.0,1.0,6.0
Male,52,21,13,,,3.0,,,2.0,,,2.0,,6.0
Male,52,22,15,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,6.0
Male,52,23,24,2.0,,,,1.0,1.0,3.0,3.0,6.0,2.0,6.0
Male,52,24,33,1.0,,,1.0,3.0,2.0,2.0,1.0,11.0,5.0,7.0
Male,52,25,45,1.0,,,2.0,6.0,3.0,7.0,7.0,15.0,,4.0
Male,52,26,57,1.0,,4.0,3.0,7.0,5.0,3.0,21.0,9.0,2.0,2.0
Male,52,27,80,1.0,,1.0,4.0,4.0,7.0,24.0,16.0,9.0,5.0,9.0
Male,52,28,91,2.0,,1.0,2.0,40.0,9.0,17.0,6.0,2.0,4.0,8.0
Male,52,29,188,1.0,,5.0,49.0,84.0,22.0,8.0,6.0,4.0,4.0,5.0
Male,52,30,304,1.0,,53.0,129.0,69.0,11.0,11.0,8.0,8.0,6.0,8.0
Male,52,31,139,,1.0,89.0,20.0,10.0,6.0,4.0,2.0,,4.0,3.0
Male,52,32,1,,,,1.0,,,,,,,
Male,53,5,6,,1.0,1.0,,,,,,,,4.0
Male,53,6,9,,,1.0,,,,,1.0,2.0,,5.0
Male,53,7,11,,,,1.0,,,1.0,,,4.0,5.0
Male,53,8,13,,,2.0,,,,,2.0,1.0,,8.0
Male,53,9,19,1.0,,1.0,1.0,3.0,1.0,1.0,,2.0,1.0,8.0
Male,53,10,21,,,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,9.0
Male,53,11,12,,,1.0,,,,,1.0,2.0,2.0,6.0
Male,53,12,7,,,,,,,,,,3.0,4.0
Male,53,13,6,,,1.0,1.0,,,1.0,,,1.0,2.0
Male,53,14,15,1.0,,,,,,,5.0,2.0,2.0,5.0
Male,53,15,20,,,2.0,,,1.0,1.0,6.0,6.0,3.0,1.0
Male,53,16,10,,,,,,,1.0,2.0,1.0,2.0,4.0
Male,53,17,15,,,,,,1.0,,4.0,3.0,1.0,6.0
Male,53,18,13,,,2.0,1.0,,1.0,1.0,3.0,,1.0,4.0
Male,53,19,7,,,1.0,,,,1.0,1.0,,,4.0
Male,53,20,12,,,,,3.0,,1.0,4.0,,1.0,3.0
Male,53,21,12,,,3.0,,1.0,1.0,1.0,1.0,,2.0,3.0
Male,53,22,20,2.0,3.0,2.0,,,1.0,,1.0,2.0,2.0,7.0
Male,53,23,23,,1.0,6.0,,3.0,,1.0,4.0,1.0,3.0,4.0
Male,53,24,31,,1.0,5.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,7.0
Male,53,25,41,1.0,2.0,5.0,,7.0,,1.0,19.0,1.0,1.0,4.0
Male,53,26,48,,,12.0,1.0,7.0,,3.0,9.0,9.0,1.0,6.0
Male,53,27,56,,4.0,12.0,1.0,4.0,2.0,13.0,13.0,3.0,1.0,3.0
Male,53,28,86,,4.0,15.0,2.0,21.0,17.0,9.0,11.0,1.0,1.0,5.0
Male,53,29,128,,8.0,32.0,21.0,40.0,13.0,5.0,4.0,1.0,1.0,3.0
Male,53,30,225,3.0,5.0,96.0,55.0,37.0,6.0,6.0,6.0,5.0,4.0,2.0
Male,53,31,323,1.0,17.0,226.0,25.0,23.0,9.0,5.0,7.0,2.0,6.0,2.0
Male,53,32,136,,81.0,34.0,8.0,6.0,2.0,2.0,,1.0,1.0,1.0
Male,53,33,4,,2.0,,,,1.0,,1.0,,,
Male,54,5,7,,,,,,1.0,,1.0,1.0,,4.0
Male,54,6,7,,2.0,1.0,,,,,,,,4.0
Male,54,7,10,,1.0,,,,,,1.0,1.0,,7.0
Male,54,8,9,,1.0,,1.0,,,1.0,1.0,1.0,,4.0
Male,54,9,15,2.0,,,,,1.0,1.0,1.0,2.0,,8.0
Male,54,10,9,,,,,,,1.0,2.0,,1.0,5.0
Male,54,11,9,1.0,,1.0,,,,2.0,1.0,,1.0,3.0
Male,54,12,13,,2.0,,,,1.0,2.0,,5.0,1.0,2.0
Male,54,13,11,1.0,1.0,,1.0,1.0,,,1.0,,,6.0
Male,54,14,15,,1.0,1.0,,,,2.0,1.0,3.0,2.0,5.0
Male,54,15,11,,,,1.0,1.0,1.0,1.0,3.0,1.0,,3.0
Male,54,16,11,,,,,1.0,1.0,1.0,1.0,2.0,,5.0
Male,54,17,13,,,1.0,,,,3.0,4.0,3.0,1.0,1.0
Male,54,18,19,1.0,1.0,1.0,,,2.0,2.0,4.0,3.0,1.0,4.0
Male,54,19,21,,3.0,,,1.0,3.0,3.0,4.0,2.0,1.0,4.0
Male,54,20,12,,1.0,1.0,,1.0,2.0,3.0,2.0,1.0,,1.0
Male,54,21,13,,1.0,,1.0,2.0,2.0,3.0,,2.0,1.0,1.0
Male,54,22,14,2.0,1.0,2.0,,,2.0,2.0,1.0,,1.0,3.0
Male,54,23,24,2.0,1.0,1.0,,,4.0,4.0,4.0,1.0,2.0,5.0
Male,54,24,19,1.0,,4.0,1.0,2.0,1.0,4.0,,2.0,2.0,2.0
Male,54,25,25,1.0,3.0,5.0,2.0,1.0,1.0,6.0,3.0,,1.0,2.0
Male,54,26,32,,2.0,5.0,2.0,4.0,2.0,8.0,5.0,2.0,,2.0
Male,54,27,50,3.0,4.0,10.0,,4.0,3.0,13.0,6.0,5.0,1.0,1.0
Male,54,28,59,1.0,5.0,10.0,2.0,10.0,7.0,12.0,2.0,8.0,2.0,
Male,54,29,99,2.0,14.0,17.0,17.0,28.0,9.0,3.0,,2.0,4.0,3.0
